id_user;date;action;table_insert;id_ligne;champs;detail
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9647414712830;prix;2.99
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5766286026749;prix;2.38
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6456231658004;prix;2.27
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2470580398620;prix;5.32
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6639390318185;prix;3.37
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2222840925103;prix;5.22
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7201698958250;prix;3.56
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9447864711670;prix;2.51
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8225393397211;prix;3.48
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1151932088782;prix;5.89
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8068809914843;prix;2.84
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8930586063459;prix;4.38
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8016656533575;prix;3.83
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1737339574828;prix;03.02
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4213161783727;prix;3.18
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5493772114801;prix;6.63
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5865386111379;prix;3.64
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9291887880209;prix;4.19
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1097936640835;prix;2.85
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5245694676301;prix;3.53
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9400020890533;prix;10.8
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2746186674081;prix;10.8
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5045142259110;prix;16
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6700711627906;prix;16
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1250682406651;prix;5.28
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7939160393817;prix;06.09
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4119300298776;prix;2.44
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9005558555953;prix;3.66
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9541705464544;prix;2.43
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;491562858887;prix;3.23
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8558646567591;prix;1.17
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6829737086051;prix;1.28
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9653585812321;prix;2.37
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5286882010158;prix;2.41
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8098731395857;prix;2.34
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2674091466092;prix;3.38
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7850944762933;prix;3.15
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8663546181305;prix;2.51
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6121192737678;prix;6.59
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;59134651358;prix;7.33
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2409259556515;prix;3.19
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9527806656803;prix;3.14
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5004118991377;prix;5.17
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;771984348316;prix;9.55
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4910072107687;prix;3.1
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2492073390616;prix;11.77
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2677644190573;prix;6.85
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8325855118891;prix;2.83
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9329755075538;prix;6.59
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6545809582735;prix;2.71
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1402066502807;prix;2.43
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2641182937555;prix;2.82
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;294011598694;prix;1.58
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8262324858542;prix;5.15
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4175972305114;prix;4.57
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6690396239421;prix;4.6
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5378552386693;prix;4.6
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5474772182590;prix;4.69
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6945721113108;prix;3.89
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2256286494839;prix;4.15
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7469893504837;prix;2.89
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4451484831415;prix;3.4
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;656981426978;prix;3.2
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;975295823631;prix;1.8
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1661415782525;prix;2.52
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4871948875034;prix;2.84
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1856574893199;prix;4.9
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7462540357358;prix;5.98
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7246886796862;prix;3.75
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5945881092653;prix;2.4
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;422025236730;prix;2.4
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8041098181816;prix;2.6
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;304135615449;prix;3.53
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7132105593439;prix;2.96
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7574540007012;prix;1.2
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6620315781628;prix;03.03
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6992810974539;prix;02.01
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6562243896854;prix;1.63
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;582840133021;prix;4.9
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8571368091798;prix;1.83
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4709354004160;prix;2.67
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7833141818871;prix;2.75
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1855752456801;prix;2.74
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5440775128827;prix;1.19
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3723753609415;prix;2.14
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3306220847650;prix;2.19
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1949835383792;prix;3.92
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8854066409190;prix;1.81
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;227133815159;prix;6.25
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1047401945367;prix;3.55
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3734687240105;prix;7.89
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1360472327305;prix;8.89
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7318911344139;prix;4.91
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2837764998752;prix;2.29
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6567802035562;prix;3.37
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8835499920675;prix;2.51
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5700324281323;prix;2.76
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6045063702271;prix;2.83
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4474001616248;prix;3.55
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4329098040816;prix;1.53
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6756952364681;prix;11.94
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9792546788908;prix;9.24
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8891774461013;prix;12.93
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;468864549191;prix;51
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8129139445942;prix;17.04
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1395075957478;prix;11.71
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8829817250241;prix;14.75
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1383411562579;prix;13.91
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;871724030585;prix;24.53
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3230557768424;prix;33.15
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;631425921924;prix;15.91
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6632643999043;prix;7.68
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5516100979057;prix;4.36
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2874462281384;prix;02.03
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8911577057830;prix;1.26
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6093977564490;prix;1.34
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5270327595243;prix;4.6
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7099477172204;prix;5.41
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4613183853727;prix;6.1
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9279353478567;prix;2.99
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9754817786364;prix;5.47
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2426203977858;prix;6.19
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5990177724980;prix;10.39
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8144769849675;prix;0.84
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4631444435397;prix;4.62
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1405400552426;prix;0.71
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6034257732933;prix;0.73
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;14224852767;prix;5.23
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1841813647063;prix;0.56
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4790407496497;prix;0.5
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7786439921986;prix;1.94
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4901578409555;prix;1.45
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2950295146499;prix;2.39
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;224446887183;prix;2.95
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4754109685071;prix;3.53
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6912909834245;prix;1.67
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1593468093956;prix;0.72
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2096243458365;prix;0.72
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4660785851187;prix;4.94
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2086891699214;prix;03.03
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6545815997444;prix;4.94
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9426030832746;prix;3.88
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4706957311407;prix;3.2
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6802645299384;prix;39.95
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5627493758498;prix;95
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;393796165092;prix;20.99
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1581890555402;prix;18.56
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;110085106221;prix;21.61
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3765446448855;prix;7.66
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4619922003920;prix;2.54
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3174237520232;prix;2.85
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;295719372912;prix;4.25
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2129414122085;prix;4.55
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5558181355347;prix;7.9
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8407916591360;prix;1.9
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6312350067655;prix;2.35
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8458907115550;prix;1.8
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2855152113959;prix;02.09
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1693921301368;prix;5.14
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8430546037826;prix;5.75
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3251644556435;prix;23.54
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;322864395096;prix;5.53
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3372177024134;prix;6.98
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2493340851866;prix;4.95
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;4404506203838;prix;4.5
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1520668633285;prix;3.23
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;714277143973;prix;4.24
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9653770532360;prix;3.27
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9873875396905;prix;6.1
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;887712735446;prix;5.87
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1150023103137;prix;3.11
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7893839156036;prix;2.44
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6376847394233;prix;3.2
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6863302308923;prix;4.89
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2987647286167;prix;1.89
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2892116546610;prix;3.95
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8069532672722;prix;4.39
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1744136033703;prix;3.55
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;980824716145;prix;2.46
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6046302850694;prix;3.29
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3207282647444;prix;3.49
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9782737527870;prix;1.68
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;40179457213;prix;2.41
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9415773609230;prix;4.49
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7704279563356;prix;3.43
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7994631613739;prix;1.3
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5886034504660;prix;3.25
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8915544398679;prix;2.6
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9900842457655;prix;5.65
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3622593588499;prix;4.87
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7921939705203;prix;4.51
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1855504954195;prix;8.67
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6820386256970;prix;4.75
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9038887334775;prix;03.09
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1147362744627;prix;2.33
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2991290325347;prix;2.56
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;584390245008;prix;3.65
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1918009527125;prix;2.87
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6153669580104;prix;1.99
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2211588991397;prix;3.26
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9943279531403;prix;7.1
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9169313790981;prix;5.45
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8154752108424;prix;2.19
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8909596647102;prix;04.05
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;9739214086968;prix;3.39
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3563118741127;prix;3.65
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1824317247808;prix;2.69
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1362614311848;prix;1.79
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7293749308657;prix;3.34
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7079773442397;prix;4.34
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8847551446;prix;4.19
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8277607395637;prix;5.73
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1630292661464;prix;4.61
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6017639879357;prix;4.57
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5610427566162;prix;1.56
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2853403640099;prix;1.6
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;536435602312;prix;1.82
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;7400908832485;prix;1.42
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3687272121050;prix;2.26
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8009011711384;prix;2.75
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;8781924513161;prix;1
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2228683542576;prix;01.05
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;2746263853684;prix;2.99
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5206026772390;prix;2.9
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;3943316368500;prix;4.25
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1152801551419;prix;1.65
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;1060868138582;prix;1.45
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;6972534318631;prix;1.85
08c8b678f8e6f0caz05880ef4ebba10az;45518;UPDATE;Produits;5823150632339;prix;1.6
