,id_user,date,action,table_insert,id_ligne,champs,detail
77,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9447864711670,prix,2.51
78,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8225393397211,prix,3.48
79,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1151932088782,prix,5.89
80,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8068809914843,prix,2.84
81,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8930586063459,prix,4.38
82,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8016656533575,prix,3.83
83,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1737339574828,prix,3.02
84,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4213161783727,prix,3.18
85,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5493772114801,prix,6.63
86,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5865386111379,prix,3.64
87,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9291887880209,prix,4.19
88,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1097936640835,prix,2.85
89,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5245694676301,prix,3.53
90,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9400020890533,prix,10.08
91,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2746186674081,prix,10.08
92,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5045142259110,prix,16
93,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6700711627906,prix,16
94,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1250682406651,prix,5.28
95,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7939160393817,prix,6.09
96,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4119300298776,prix,2.44
97,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9005558555953,prix,3.66
98,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9541705464544,prix,2.43
99,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,491562858887,prix,3.23
100,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8558646567591,prix,1.17
101,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6829737086051,prix,1.28
102,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9653585812321,prix,2.37
103,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5286882010158,prix,2.41
104,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8098731395857,prix,2.34
105,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2674091466092,prix,3.38
106,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7850944762933,prix,3.15
107,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8663546181305,prix,2.51
108,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6121192737678,prix,6.59
109,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,59134651358,prix,7.33
110,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2409259556515,prix,3.19
111,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9527806656803,prix,3.14
112,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5004118991377,prix,5.17
113,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,771984348316,prix,9.55
114,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4910072107687,prix,3.01
115,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2492073390616,prix,11.77
116,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2677644190573,prix,6.85
117,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8325855118891,prix,2.83
118,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9329755075538,prix,6.59
119,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6545809582735,prix,2.71
120,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1402066502807,prix,2.43
121,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2641182937555,prix,2.82
122,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,294011598694,prix,1.58
123,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8262324858542,prix,5.15
124,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4175972305114,prix,4.57
125,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6690396239421,prix,4.06
126,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5378552386693,prix,4.06
127,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5474772182590,prix,4.69
128,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6945721113108,prix,3.89
129,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2256286494839,prix,4.15
130,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7469893504837,prix,2.89
131,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4451484831415,prix,3.04
132,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,656981426978,prix,3.02
133,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,975295823631,prix,1.08
134,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1661415782525,prix,2.52
135,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4871948875034,prix,2.84
136,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1856574893199,prix,4.09
137,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7462540357358,prix,5.98
138,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7246886796862,prix,3.75
139,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5945881092653,prix,2.04
140,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,422025236730,prix,2.04
141,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8041098181816,prix,2.06
142,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,304135615449,prix,3.53
143,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7132105593439,prix,2.96
144,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7574540007012,prix,1.02
145,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6620315781628,prix,3.03
146,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6992810974539,prix,2.01
147,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6562243896854,prix,1.63
148,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,582840133021,prix,4.09
149,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8571368091798,prix,1.83
150,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4709354004160,prix,2.67
151,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7833141818871,prix,2.75
152,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1855752456801,prix,2.74
153,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5440775128827,prix,1.19
154,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3723753609415,prix,2.14
155,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3306220847650,prix,2.19
156,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1949835383792,prix,3.92
157,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8854066409190,prix,1.81
158,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,227133815159,prix,6.25
159,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1047401945367,prix,3.55
160,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3734687240105,prix,7.89
161,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1360472327305,prix,8.89
162,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7318911344139,prix,4.91
163,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2837764998752,prix,2.29
164,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6567802035562,prix,3.37
165,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8835499920675,prix,2.51
166,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5700324281323,prix,2.76
167,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6045063702271,prix,2.83
168,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4474001616248,prix,3.55
169,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4329098040816,prix,1.53
170,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6756952364681,prix,11.94
171,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9792546788908,prix,9.24
172,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8891774461013,prix,12.93
173,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,468864549191,prix,51
174,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8129139445942,prix,17.04
175,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1395075957478,prix,11.71
176,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8829817250241,prix,14.75
177,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1383411562579,prix,13.91
178,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,871724030585,prix,24.53
179,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3230557768424,prix,33.15
180,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,631425921924,prix,15.91
181,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6632643999043,prix,7.68
182,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5516100979057,prix,4.36
183,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2874462281384,prix,2.03
184,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8911577057830,prix,1.26
185,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6093977564490,prix,1.34
186,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5270327595243,prix,4.06
187,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7099477172204,prix,5.41
188,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4613183853727,prix,6.01
189,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9279353478567,prix,2.99
190,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9754817786364,prix,5.47
191,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2426203977858,prix,6.19
192,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5990177724980,prix,10.39
193,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8144769849675,prix,0.84
194,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4631444435397,prix,4.62
195,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1405400552426,prix,0.71
196,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6034257732933,prix,0.73
197,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,14224852767,prix,5.23
198,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1841813647063,prix,0.56
199,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4790407496497,prix,0.5
200,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7786439921986,prix,1.94
201,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4901578409555,prix,1.45
202,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2950295146499,prix,2.39
203,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,224446887183,prix,2.95
204,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4754109685071,prix,3.53
205,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6912909834245,prix,1.67
206,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1593468093956,prix,0.72
207,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2096243458365,prix,0.72
208,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4660785851187,prix,4.94
209,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2086891699214,prix,3.03
210,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6545815997444,prix,4.94
211,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9426030832746,prix,3.88
212,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4706957311407,prix,3.02
213,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6802645299384,prix,39.95
214,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5627493758498,prix,95
215,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,393796165092,prix,20.99
216,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1581890555402,prix,18.56
217,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,110085106221,prix,21.61
218,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3765446448855,prix,7.66
219,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4619922003920,prix,2.54
220,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3174237520232,prix,2.85
221,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,295719372912,prix,4.25
222,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2129414122085,prix,4.55
223,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5558181355347,prix,7.09
224,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8407916591360,prix,1.09
225,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6312350067655,prix,2.35
226,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8458907115550,prix,1.08
227,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2855152113959,prix,2.09
228,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1693921301368,prix,5.14
229,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8430546037826,prix,5.75
230,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3251644556435,prix,23.54
231,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,322864395096,prix,5.53
232,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3372177024134,prix,6.98
233,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2493340851866,prix,4.95
234,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,4404506203838,prix,4.05
235,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1520668633285,prix,3.23
236,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,714277143973,prix,4.24
237,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9653770532360,prix,3.27
238,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9873875396905,prix,6.01
239,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,887712735446,prix,5.87
240,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1150023103137,prix,3.11
241,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7893839156036,prix,2.44
242,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6376847394233,prix,3.02
243,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6863302308923,prix,4.89
244,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2987647286167,prix,1.89
245,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2892116546610,prix,3.95
246,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8069532672722,prix,4.39
247,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1744136033703,prix,3.55
248,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,980824716145,prix,2.46
249,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6046302850694,prix,3.29
250,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3207282647444,prix,3.49
251,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9782737527870,prix,1.68
252,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,40179457213,prix,2.41
253,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9415773609230,prix,4.49
254,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7704279563356,prix,3.43
255,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7994631613739,prix,1.03
256,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,5886034504660,prix,3.25
257,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,8915544398679,prix,2.06
258,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9900842457655,prix,5.65
259,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,3622593588499,prix,4.87
260,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,7921939705203,prix,4.51
261,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1855504954195,prix,8.67
262,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6820386256970,prix,4.75
263,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,9038887334775,prix,3.09
264,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1147362744627,prix,2.33
265,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,2991290325347,prix,2.56
266,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,584390245008,prix,3.65
267,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,1918009527125,prix,2.87
268,08c8b678f8e6f0caz05880ef4ebba10az,2024-08-14,UPDATE,Produits,6153669580104,prix,1.99
