id_bdd;customer_id;id_employe;ean;date_achat;id_ticket
F8L8T3VYU2MVOTSY8EG0DUQ6BI6LABMGNU0;CUST-S41ZJZAN9S4D;8d1001fbad3d2a60ff7530600ed5d55e;3141385817333;45518;t_3132
UYBCH5DY549BY04V7AWI8PSMRXW2JZZM1WC;CUST-AAJP6S67413E;8d1001fbad3d2a60ff7530600ed5d55e;6609808284337;45518;t_501
BGVUG9CHR0WYGMNNJ6GHCZ2M41YD4KPGUAI;CUST-AAJP6S67413E;8d1001fbad3d2a60ff7530600ed5d55e;8137460505825;45518;t_501
CJROEPB7IMCGYE8R8DSMV42BJS3V6KWOZPW;CUST-89UPPH07LEDY;9bc5a4ce59447208da2fb2912c4fbff7;8629575000072;45518;t_4621
8II8XYTG07RBDH8MYQB3O24QYD5VZWI5L0I;CUST-89UPPH07LEDY;9bc5a4ce59447208da2fb2912c4fbff7;837184296438;45518;t_4621
KANSLHCFWZ1ZEVQ8JJOGM78VF3VWH9KGE9R;CUST-AAJP6S67413E;8d1001fbad3d2a60ff7530600ed5d55e;4148018290814;45518;t_501
GODISL5P8K7O4UN0RYKSQ24N2LA8NPV6G5S;CUST-89UPPH07LEDY;9bc5a4ce59447208da2fb2912c4fbff7;3481076969747;45518;t_4621
DP31GY4JCDO6K784F2XKC1SU001N8YPENVU;CUST-89UPPH07LEDY;9bc5a4ce59447208da2fb2912c4fbff7;4061391126975;45518;t_4621
S82NCHNZI98OXKDSITBIFQFMK9AEGWL2XLY;CUST-MJ27PSVFS53Y;2477db17c02f512ebc4b20f01a7edb55;1529464381224;45518;t_2542
PS801OU5UBMEAQGBA2K25R3BEW4RCRZVSNE;CUST-D8MDPA1BBAGM;6d0cd9c04db768e471c92be478c88a32;3826290853300;45518;t_3407
I5VM5BEHEQQZYOO7W0IZOLCS0I7TV9VLRV6;CUST-557XHMY632II;6c1c3292c852c6c593b95cc146b00c0e;7614746025274;45518;t_3295
FMU0AZACOFFHS37FPSQLM6QU3GPLVP3GVYT;CUST-557XHMY632II;6c1c3292c852c6c593b95cc146b00c0e;6519128868161;45518;t_3295
YQQ0A5CBIOKSRWI8T6CWMCWHMI3ZL8SLV6E;CUST-2ZRYLY7EJ5K4;e01e752175e05f00c8314ccb8da4c418;4198782535361;45518;t_1607
HS64653S79T9TOS4QMB47JFFNIT1ZPFBTYI;CUST-TQ00CA6EGUVK;6d0cd9c04db768e471c92be478c88a32;9092740943545;45518;t_4146
L5X2FIHFOH2LJQ6KT3DWR8S4CX23I9KIO0S;CUST-EO3442JUPZJ6;78524bb1fe1d5078c33113ddc6ca8f7b;5294035521468;45518;t_242
GVQBJ3CCCPHPHZFAH94VYQK0AW59UFRVHJT;CUST-EZ8VY2XIMYES;af969b090723911e6fd12c8da3b714ad;3344819053701;45518;t_3358
RNSY7MKGNQNZYSVD48VQQR4L9YHIZE96GM0;CUST-V0Q7K58D2RRP;fa836e3f5faf72d24e079235332169ce;8916108363237;45518;t_1898
643TKH32DDE85AXGZQ6VDKZRO98XEKAF1DE;CUST-EO3442JUPZJ6;78524bb1fe1d5078c33113ddc6ca8f7b;1367821594772;45518;t_242
OG93K9F7FQD9SGV8U9RZ5RNPAYIJ1B3I8V9;CUST-P1TMR07NW9FQ;af969b090723911e6fd12c8da3b714ad;4140872894745;45518;t_4405
OVFHY35EM4NDQHPHHSKYI4YSCNBQBUPHDBD;CUST-TWVLDW5W0030;dd595f0f0b3400df2908f0be7723dad4;9868335026192;45518;t_3480
FDQ0LCHN77OIMJCMCHURKXYP1KNXCKJOFMO;CUST-TWVLDW5W0030;dd595f0f0b3400df2908f0be7723dad4;1173373489840;45518;t_3480
HTJHWUV2KYTFYOQDDFEW1AIRXZU2R3AGUZ0;CUST-TWVLDW5W0030;dd595f0f0b3400df2908f0be7723dad4;7758083879316;45518;t_3480
FGQ20ZJI08ZBRJ5XEKX37X82EYN1OBEW750;CUST-0989T7NYS7MC;afb0ad3a096ceea09662ee8692cd5711;991258065869;45518;t_2602
RQK9C031A90G532ECYDZUXO3W4ADBUV6S64;CUST-Z8EPSC843CNY;ccebbeb4d1c9ccf593c4308cef110237;8967511864095;45518;t_308
OHZQGJMXFQPU5BINS4SCBM8DQO661GCQZ1W;CUST-ZRCE07N00E7S;0cb5ad89e8ae7afefa9c17277062db16;864395966114;45518;t_214
6Q3K43JLVLPWLKTDV809I755HL5CYVMC19H;CUST-7I1ILC07EL3L;e01e752175e05f00c8314ccb8da4c418;1422022567091;45518;t_4196
YVEP8IGDOB6ZTP6LBUBTCFO3DHRMLR7JLMG;CUST-5LD7FN0J3T8Z;6fa61d0ecae0b563fef18d36b2039c8e;7195012224366;45518;t_2545
ISMX2R58MJEIWHOTFBPLOXENEKFNWECO3OP;CUST-Z8EPSC843CNY;ccebbeb4d1c9ccf593c4308cef110237;7863054013999;45518;t_308
781P1XSP67E9S4YETQNI54VS1QF17C7CJPB;CUST-PWLXFL42Y18Z;a7ada0770091e838e3dcd45265282820;7759592678964;45518;t_2216
VZTT5NJ8M1NP4K931LIVD5YAKESDB6TQYLI;CUST-UJLT9BM0A9RY;1c1d83678cc463b52366dae07cd14c8a;218342754641;45518;t_1740
YCMYAD1AKTII3FL7YPWLYGH1IZ38ARFNH1O;CUST-UJLT9BM0A9RY;1c1d83678cc463b52366dae07cd14c8a;6884175161235;45518;t_1740
ODYPITTGGAFRN5C7AHDDH9D1OF4SDFTTLOY;CUST-P8XJEOWST4M9;43710c31fab3c974c906d48477bd4a83;8265426531458;45518;t_1614
Y4QD0CURQLUOCOMG93X94MEATG631466BM9;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;3441415501406;45518;t_4608
TD4LOIT9RPBW1RVWJ4F27AKI9M7MSADSNE0;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;6098632528287;45518;t_4608
IFAV7380NV3599WE0H6IJVGFXVE3ERJ7ZUI;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;9788969246711;45518;t_4608
YW2CMMQUVHIRSTHZZBMX3DP6MVFX7LXRCKA;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;2495315089893;45518;t_4608
Y4U206BLG2K9Q2X0SB9ME13Z8947LNRONXN;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;1973372831913;45518;t_4608
2MQI64CMV724RCZBSX08Q51F0D18US8WY7U;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;8642004161481;45518;t_4608
Y0HFSWC6E8QSJFS6DLJ507JW1N4O7L4BFWR;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;8728215492471;45518;t_4608
Q0Q7UWSU18GHYWEX5IJFGUVUXC6ONAWLDSN;CUST-ZSA0GGEFSSLP;c495d16c3108a11ac8318269a85e9706;3051835662544;45518;t_2220
Z7L0Y7YXHVPD7587YEBZHXUTUKRVYMF6WVE;CUST-ZSA0GGEFSSLP;c495d16c3108a11ac8318269a85e9706;9556697816418;45518;t_2220
WLMIP0LGJLS7TZB27FXXTXK4YNBYDTCWI1P;CUST-O1ONO9MDWOIM;af969b090723911e6fd12c8da3b714ad;63361662855;45518;t_4396
VLPNCIQQJJXQFFH9AS6SDIGPD6WWJBONNT5;CUST-Y83J382YAIOG;e01e752175e05f00c8314ccb8da4c418;4323806066903;45518;t_2839
B13GHVRTVGWVSGEJGP9B1VAZUNYJJPZZRRR;CUST-DN2QO5DR6NCJ;f21c1650dd9340170266d47ec34eb6e8;731884236866;45518;t_3891
EUUKHP5IQWZQ5G3NAJK7SK6V6QT9MOGZ7ER;CUST-CHEFCUKS5M0V;f491076a1ff2d873ebea809c11144542;1730502382747;45518;t_3590
6YHZY9ULPIRBLDJW190BRHBO9J5IU4UQC0J;CUST-70YK0M7A37AP;0bedce9aff7fb350ccb27055265c3cd1;6698366093721;45518;t_2849
AMYF20422Q4ZGA0PMZ88ARSCSF8NPS8L065;CUST-70YK0M7A37AP;0bedce9aff7fb350ccb27055265c3cd1;7618548129831;45518;t_2849
WTJMGS43XD93IWROPJO2D1M0DVJ5JC3CKJ0;CUST-RKJ856RIT3PH;0bedce9aff7fb350ccb27055265c3cd1;4732563355970;45518;t_2110
NPWLQ58H094S3EIC90WGV3BQKM1P5K4BS8Y;CUST-TP8Q71Y8RHC7;07c8b678f8e6f0cb04480ef9ebba10ce;5066932543485;45518;t_2787
DXT01SVUE9EPZ5QCIY462ZHVHA8DNGBH8YJ;CUST-2L9NQ83CCRXW;9f29007d63c46217deeb64efc81eba9e;5968080874379;45518;t_2815
0ZVL6KP387Q3U0QAOQDFWOPWVQCSBXFJK6C;CUST-9WTYBZ97H9IL;b5a8777821fdab1a20a4bc0e5f98dfa0;9719914685924;45518;t_1855
HQJFSUV78OEQ2EZEOT99XXQO43JG8VBGGGP;CUST-RKJ856RIT3PH;0bedce9aff7fb350ccb27055265c3cd1;8930586063459;45518;t_2110
L9PR6K2YI1T4DQ6R47QX96OJFGRVCN5G2T3;CUST-RKJ856RIT3PH;0bedce9aff7fb350ccb27055265c3cd1;1323500787473;45518;t_2110
6PDM6K6RYZGXXXBAUINVMIFNF93ZMASGJ2Y;CUST-N43VH2OYWQQ0;0bedce9aff7fb350ccb27055265c3cd1;2410363936124;45518;t_4210
BZVNMAPIGR6M9GVLG1YOFCFJ89PBDES5OOL;CUST-4H4KTPG29SRL;0bedce9aff7fb350ccb27055265c3cd1;5341456817527;45518;t_1721
M0QSYVDM0672564XWWOS6O2ESEHPXX49QCT;CUST-4H4KTPG29SRL;0bedce9aff7fb350ccb27055265c3cd1;549647757983;45518;t_1721
5J9ZFBJ4N6CRIZSDUA75DF1LQF009ZQLPAI;CUST-7I6N7DE0V09D;f6cd8ba3485769b3ad9bab5b7725858e;9456564856963;45518;t_2996
W2C0JV6ZKIA9SJQAD48ZZOPCUWBPHNHREIL;CUST-4H4KTPG29SRL;0bedce9aff7fb350ccb27055265c3cd1;7293627513053;45518;t_1721
9ELVWYALE61XERV7O6G1CWV4ICGJK5HA97I;CUST-A26UA0PS2KBD;6d0cd9c04db768e471c92be478c88a32;3167820118179;45518;t_1144
36YNTWZ9OBQRQBEMH46QKZJZ7QZ3E4AUZ1H;CUST-LNTO896ADS5U;91db02c3032e5a9fcfc581422c44398a;2331161083409;45518;t_4053
0SEN2ISRF9ER5I3OLIPJOAWH3B7Q10RQCUO;CUST-XM98W512AXIV;f491076a1ff2d873ebea809c11144542;2682572583071;45518;t_3515
FRJJYEWT5MY01W2GKRAFKSYMF4D6V557UA6;CUST-XM98W512AXIV;f491076a1ff2d873ebea809c11144542;1226282628869;45518;t_3515
MP82ES6ENVGMNKXD8ZA60FAW43PPXG343O5;CUST-EL8OPA7I13PJ;89a9efaded9823c38bfd5f70d24e364f;6549321973932;45518;t_4019
V1X9U6OCO4ETSFQ9H3C51H6UOIEBNPG3TNN;CUST-0XPQY0ZGC4ZK;ccebbeb4d1c9ccf593c4308cef110237;6932949390873;45518;t_3127
MNK1AS4A76BSYX2EZ5UTERYLS8JB9RHVC7Z;CUST-0XPQY0ZGC4ZK;ccebbeb4d1c9ccf593c4308cef110237;6654929513952;45518;t_3127
L6OWFVEOIKYYQ4OWD0MJWY93AN7GEQMHI22;CUST-CY227M2QWP1U;78524bb1fe1d5078c33113ddc6ca8f7b;9481182056000;45518;t_2073
4Y9TFCAD54PJP194CEWSV03SVIPDI5UEQF3;CUST-CY227M2QWP1U;78524bb1fe1d5078c33113ddc6ca8f7b;2188337247299;45518;t_2073
ILXQ60CAN3DL9GW8YTGJURZKNZZXS3AHO8W;CUST-BI9FORZJW7LL;6c1c3292c852c6c593b95cc146b00c0e;2343879191192;45518;t_2246
MXFBA22MR7WNTXRMPLGEXK9U3EP5JEAC5UD;CUST-P9A0416UKC84;fa836e3f5faf72d24e079235332169ce;5129182497162;45518;t_890
QUWQ1F4N43R28VLIF3K80KDV7YLIWCS6AQ1;CUST-YBEX6YZC9F50;e2107857114936ec4800f52684dee59f;4145639954022;45518;t_4585
61QONPL89G4U3O0CSYO8OSYNZENXLR5413E;CUST-32OA4QDWVGHZ;a0c9a3c869310ffbf3eb6ac24b9a19be;3806793869954;45518;t_917
5AT5BCZOQLCXS2EHECM6C9SZQXPC9QVCLKO;CUST-3SO3UHUN1GDS;38680e129f45c49322cb12303b7fb655;389550736648;45518;t_1285
GFYLX4QXK9CX20388KF7IAOIU8E3GJ0P61R;CUST-7482KMR4BLKF;faa8bfc560cae9451761b38ff37e6ee9;6189780002643;45518;t_2782
E7LZEB1456S38B5Q3SIV7L8WQYHGI2SIJ5U;CUST-8LZCONDEGQ2Y;1c1d83678cc463b52366dae07cd14c8a;1864205474078;45518;t_647
0FMW1B2VGCTCKY9C2G2MO52QZWENHT21M7B;CUST-N2XKKN2EXQ25;1c1d83678cc463b52366dae07cd14c8a;3889404171273;45518;t_2593
1EVZAONW3R7TWYAOLCWYS707133U1T73CM7;CUST-7482KMR4BLKF;faa8bfc560cae9451761b38ff37e6ee9;5876340801524;45518;t_2782
N8N6SYJVZR2OYCEW14AT2UOTL5C9Q0M9DPU;CUST-4MOBIPZ8E8DY;528c733809cb51a3634befb260b5d243;7741317058837;45518;t_1678
LT7OXD61HDZCQCHBMIPQILYRY3CONA9VA1H;CUST-7482KMR4BLKF;faa8bfc560cae9451761b38ff37e6ee9;9589626945027;45518;t_2782
1TUJYTLUW844VOJOQ97420EKX940UM544F5;CUST-OLMM5F6T26FL;9bc5a4ce59447208da2fb2912c4fbff7;7054115181267;45518;t_1402
02PP33CMXMD25S4FIVXKJTYSESU7U5QVEM4;CUST-KG89W9I1ZEV4;dd595f0f0b3400df2908f0be7723dad4;6468877418023;45518;t_2112
8HHXI1PRB6EW16BNNHG48E6JLJ2YI3P1WV7;CUST-BVYIANR1ECI0;342281771d02d2096972e38e78e7d6bd;1696687761999;45518;t_2316
UKT2N0LKUCHYS9K2G7QPF63MDUYPVA2EJKS;CUST-HLZOU53U47PS;6c1c3292c852c6c593b95cc146b00c0e;3656544339426;45518;t_4342
EPLIEWEWOFTB61R935QGK76P9LFM92MWSZE;CUST-WSBGFB8R1REM;a0c9a3c869310ffbf3eb6ac24b9a19be;2627359876712;45518;t_1161
HGSWFEC347N9ZGM3R1S2ICKYOCT1LCAZYJZ;CUST-HLZOU53U47PS;6c1c3292c852c6c593b95cc146b00c0e;3741691608977;45518;t_4342
IZA35B1CJE47MX71Z0YBADFH1VWZCMQ0HSL;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;69351591985;45518;t_2732
GFMFIX0RANE35T463K19550EHJWZ4BOOAJG;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;9875037427812;45518;t_2732
8OD7DWJ4SB9649B5ETDD2ZXMV9VZIILTHIL;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;8834895448282;45518;t_2732
GKEIQWITFQZ6MC420VRL4LVVNZFKDIEUBU6;CUST-WSBGFB8R1REM;a0c9a3c869310ffbf3eb6ac24b9a19be;646152733430;45518;t_1161
XDQARVTWX5R4FOOK0PB61ZCMM4DJSQILVMF;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;6702705821316;45518;t_2732
9XT3KZPWPBWFLPZDZ4B49SBOT5HYUHMU6PM;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;3037394891154;45518;t_2732
813LVKGIRCFTAUQ1A7PJM38HMGCB5F6UEZY;CUST-BIVVP3DIQ5LQ;89a9efaded9823c38bfd5f70d24e364f;1653415321950;45518;t_3820
74AHZYBGIYDLU91P4P1U2XOARJI1HLC1GNI;CUST-QP6PKZIN0BGY;6bf2742d580924ae05128018a3026aa4;6357922475172;45518;t_730
K080PGQEYTNX2Q3ISNLWL1R012V4GZYX7SP;CUST-9BDE9VC5R5QF;3a0271d540734228c98bcfc2fafe8277;1893156810406;45518;t_2055
YR9YA6C4T7YI14KWBDVPN8AK6NX93P6YT77;CUST-9BDE9VC5R5QF;3a0271d540734228c98bcfc2fafe8277;4439480056265;45518;t_2055
MBJFXF9FI8TQDAVGF6DS4GHDSJWGB9VXI0F;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;3516215024546;45518;t_2845
G73LT9LTZAH4D4II55I72RVHEGUC4JPSJCB;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;940390096852;45518;t_2845
NTUZDLWH9OHXV5HK5SMQ2LLQMZA1K8JBAC8;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;6585032832992;45518;t_2845
2SK0ZQRJX22YQ553AK1RYAQNNG1SXLHV4LQ;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;428448899843;45518;t_2845
S1SDW5ALFIYMBVEXUIL8IWYRKUP9E0S8WYS;CUST-UBO8XC72I5HI;38680e129f45c49322cb12303b7fb655;6740502479832;45518;t_4482
00U0JQFQM7V1I2JDGGY34YWIAXFYXWCIFO5;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;9095574743030;45518;t_2845
EBUQU9B2W9W3ZQKOXTRYRHL33IQTJPPNM0J;CUST-PRCV3W7HXV7J;afb0ad3a096ceea09662ee8692cd5711;2689114714179;45518;t_2825
27VVJO7XL3ORE1A7U6JGRL4VY5NJQTL13MA;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;1129439053669;45518;t_3276
9PAI5AA14KZVPILI95EKBCEDTPF5RUYLJP3;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;1266454999776;45518;t_3276
CHIHA562NTKN04Q4DHMSLRXAK7FXGZWM1AB;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;4335542981111;45518;t_3276
N3NXM8M6HSYCIQY17VVMHIITVU27EZZJUJH;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;6660869201971;45518;t_3276
FCKEG3Y0C73G6SF2SL1QD4BWJB6XI1QTI6V;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;1369389293715;45518;t_3276
OWZTK0F1FNI7M9I72BOBS8GIRFRIB9WANUR;CUST-V4T9BZ4ZDQRU;dd595f0f0b3400df2908f0be7723dad4;8462041098576;45518;t_3835
BP4J7CBQU0GT2EPCPVRNLEB02L4CJHWTQ4S;CUST-RSMDSVEIYOIA;4efc10ff0f86c772d9949b490eb99ad3;3916302194959;45518;t_3634
KPUPKOVFS74JO5AVWF2UPVDSQBIAKTLSSA7;CUST-SSYGRIY26JIT;1c1d83678cc463b52366dae07cd14c8a;310794356673;45518;t_780
8GCIT9XV7P3Z9N14CV2INZGK44OFPST7SI4;CUST-SSYGRIY26JIT;1c1d83678cc463b52366dae07cd14c8a;7819788948818;45518;t_780
FWCXDJZBN201X272Y4UD6I7GWDLJBQQLB3O;CUST-V9KUDVQ77YJC;23e50fd96a8129e057a79ba0d5575c93;7102886648623;45518;t_2032
P82R4TQCIU3UG92D7MQ5LWF2I0SD75HZONV;CUST-RE1777W3K1FX;fa836e3f5faf72d24e079235332169ce;958963973467;45518;t_2803
7RYTY2ZW7DOD2BM6Q1NRALO262SQDFDJGYB;CUST-RE1777W3K1FX;fa836e3f5faf72d24e079235332169ce;6601076366130;45518;t_2803
FALSNS55SUW5O44G2CG7XWZ9MOQNMU78SZ0;CUST-EFGUYRNG5RW5;23e50fd96a8129e057a79ba0d5575c93;3611400080062;45518;t_114
UBSCATXCS6SVSRX3QLQX23RTZLHX9QTDKK5;CUST-BLHBVOIUDKU0;d0921ae8a5b09f5d33e7c405943625d7;9835704416176;45518;t_1175
47AD7FT9A49XF0QWTPWZMUWME9OGZT6O7BK;CUST-BLHBVOIUDKU0;d0921ae8a5b09f5d33e7c405943625d7;4988278933046;45518;t_1175
7ZLBFVNBEI5SYF0NFALIPH9LUBO7I9FNMDJ;CUST-SZZOS1XL2ZQ0;0cb5ad89e8ae7afefa9c17277062db16;5311169215676;45518;t_3233
O1CQS1P8RLWMBEOXFU128H58J7PCSSDRBXL;CUST-BLHBVOIUDKU0;d0921ae8a5b09f5d33e7c405943625d7;6733844171195;45518;t_1175
C7H3K8UHS8EDHBKEF2KU9RVNZA5B86KGXIH;CUST-BLHBVOIUDKU0;d0921ae8a5b09f5d33e7c405943625d7;6736638790733;45518;t_1175
SC5MPNTCV3U7ONPU7296KXQZEJA88M5SQDJ;CUST-WRBIND7QK36I;78524bb1fe1d5078c33113ddc6ca8f7b;7423854968764;45518;t_1849
RNPYG80ZXNH5OWW9BZ0IK1IV3MQ7TY2UV7Y;CUST-X424M6KYDWD9;23e50fd96a8129e057a79ba0d5575c93;8209853116941;45518;t_3183
PU2GUNE5BZYJOH80D5I8ELXSF01O4TM6J0F;CUST-X424M6KYDWD9;23e50fd96a8129e057a79ba0d5575c93;9302821665113;45518;t_3183
UHOK465XVMMM61UQCUDXMHCB7GOLA5RINDP;CUST-X424M6KYDWD9;23e50fd96a8129e057a79ba0d5575c93;7560783128587;45518;t_3183
GM4UOCIOZTOFS9RXRGIJ5ZX47S3T2T3T1LU;CUST-X424M6KYDWD9;23e50fd96a8129e057a79ba0d5575c93;8536439224434;45518;t_3183
ZSG5GR1U7XHR7F4U7G8BR13KX61FWIEXN8U;CUST-VYZN7GF0UESK;38680e129f45c49322cb12303b7fb655;1762207727219;45518;t_1631
O0QNP9X76KZ45I49RMETAOK884IAW6R35OF;CUST-VYZN7GF0UESK;38680e129f45c49322cb12303b7fb655;6163846323540;45518;t_1631
H6KWZOB4IJSX09DTONHE78TAI0OET689F54;CUST-FOUA3U2T4XAZ;37c6a856b2e14217855d808fbc8e56a7;7213043327091;45518;t_3474
7KPJYMQ62KMXZQ63HQX2UK2JEGDUUUOA6XM;CUST-7YXTJLHIBW36;37c6a856b2e14217855d808fbc8e56a7;1744712194305;45518;t_3569
5LKGWJLYLXVKTRZ5JDXP5WVV304FKVGGKKR;CUST-7YXTJLHIBW36;37c6a856b2e14217855d808fbc8e56a7;5338870008456;45518;t_3569
QONF7M6K5NEN0UGKP0SU7Z099JCURT1LZOS;CUST-4AG0Q6OLZ06H;a7ada0770091e838e3dcd45265282820;7451456101122;45518;t_3124
1NGOKHML7WB0O4ICF09Y1BH1B5M7BO62WSU;CUST-68UXTFX2C2N8;8f01946521386e040e94d44bbd945671;8695771528329;45518;t_4740
EDDR4X8BVWYN0YGZNC5ECT0LWV3WJJ8K9X5;CUST-68UXTFX2C2N8;8f01946521386e040e94d44bbd945671;1544655672000;45518;t_4740
VA29TJZF91V2AV9K9OXU6ZB0V25US4TH44F;CUST-68UXTFX2C2N8;8f01946521386e040e94d44bbd945671;6542494375430;45518;t_4740
OWOVQC67KGKHSYRVTYH2OOD8SSG222SWF95;CUST-1UH2P8YV304N;803d880af14752773f6225d55f3bc5b4;1134224243396;45518;t_476
QC1VKDUTWBXGV1JY7I4PMTQ2SCRV1JJTXXS;CUST-1UH2P8YV304N;803d880af14752773f6225d55f3bc5b4;8458954058430;45518;t_476
Q1DZME6LI7ZC38Y79QXQAO0C3PD5P3W4GN5;CUST-68UXTFX2C2N8;8f01946521386e040e94d44bbd945671;3112556994590;45518;t_4740
P5L8BNYJG8RXIAU2CPNV80UD0825L508QEW;CUST-ORZBLF2LBYSA;8d1001fbad3d2a60ff7530600ed5d55e;7647114921528;45518;t_1999
EBQ9R8R051OJQKUOQTLT3F9U5DIUWDMKOU6;CUST-ORZBLF2LBYSA;8d1001fbad3d2a60ff7530600ed5d55e;2228683542576;45518;t_1999
Y8A2SOWKRKC2KCJZCAJJU7ZZIDDB4W3FCJW;CUST-7QEW0V53L3PX;2477db17c02f512ebc4b20f01a7edb55;7578217496780;45518;t_4472
73OOSQHNV241SBWNA12Q7KWGY5ILUWFP54U;CUST-7QEW0V53L3PX;2477db17c02f512ebc4b20f01a7edb55;6304942060154;45518;t_4472
N6HGDB6IT5JT1MMGJSBD4ATYMTP27MNTU0S;CUST-7QEW0V53L3PX;2477db17c02f512ebc4b20f01a7edb55;1906376398562;45518;t_4472
Y5409NK2SJQTV3GI02EFRV76W5G5HBK1W11;CUST-LOK8H88LKWZ0;0859b70a9ca905a870bfccc5f8440ba1;8617589375966;45518;t_2946
VGZVPTS8G2DUBLTR3DHZGXTPVRU90XA03W4;CUST-7QEW0V53L3PX;2477db17c02f512ebc4b20f01a7edb55;7478236641691;45518;t_4472
MOFT6MXD62ZAQ9TQIOMH9SBRJ6QOMBXDEAR;CUST-F6U0D13NQ95U;a7ada0770091e838e3dcd45265282820;4785332650951;45518;t_4610
PKCG81IOZ0DLTP8D1MRP6VI85AESDMNW59W;CUST-Y9MQQBQ6YSFJ;342281771d02d2096972e38e78e7d6bd;2540390671322;45518;t_617
OC2NDVNJBUVGW9M89DP20ZE0ZZ99IGZGUAY;CUST-2VC09HFTKS5R;38680e129f45c49322cb12303b7fb655;6928056509710;45518;t_1550
KLFSNMIMNSZMPNM6XO0EFJLUX0I0Q89DVVQ;CUST-K64VEEE0H8YV;9f29007d63c46217deeb64efc81eba9e;1036647876619;45518;t_4178
8EW61XAXD7BY6AMJGSC5EQEOMG25MXL37HG;CUST-2VC09HFTKS5R;38680e129f45c49322cb12303b7fb655;4150558650914;45518;t_1550
